admin@boson:~# echo 1 > /sys/kernel/debug/tracing/events/enable
admin@boson:~# echo 1 > /sys/kernel/debug/tracing/tracing_on
admin@boson:~# 
admin@boson:~# ./fbomb
** 49677 printk messages dropped ** [ 1741.711577] f_booste-2073    1....... 1740852747us : sys_exit: NR 186 = 2073
[ 1741.711593] f_booste-2073    1....1.. 1740852748us : sys_gettid -> 0x819
[ 1741.711610] f_booste-2073    1....... 1740852751us : sys_enter: NR 230 (1, 0, 7fd1a6021f30, 0, 0, 0)
[ 1741.711629] f_booste-2073    1....1.. 1740852752us : sys_clock_nanosleep(which_clock: 1, flags: 0, rqtp: 7fd1a6021f30, rmtp: 0)
[ 1741.711647] f_booste-2073    1....... 1740852753us : hrtimer_init: hrtimer=ffffc90004f83e30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.711664] f_booste-2073    1d...1.. 1740852755us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.711680] f_booste-2073    1d...1.. 1740852756us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711697] f_booste-2073    1d...1.. 1740852757us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711717] f_booste-2073    1d...1.. 1740852759us : hrtimer_start: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup expires=1740416051579 softexpires=1740416001579
[ 1741.711735] f_booste-2073    1d...1.. 1740852760us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711751] f_booste-2073    1d...1.. 1740852761us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711768] f_booste-2073    1d...1.. 1740852762us : write_msr: 6e0, value 22350352fbe
[ 1741.711784] f_booste-2073    1d...1.. 1740852763us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.711801] f_booste-2073    1d...1.. 1740852765us : rcu_utilization: Start context switch
[ 1741.711817] f_booste-2073    1d...1.. 1740852766us : rcu_utilization: End context switch
[ 1741.711833] f_booste-2073    1d...2.. 1740852767us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.711851] f_booste-2073    1d...2.. 1740852770us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=40368 [ns] vruntime=26864210713 [ns]
[ 1741.711868] f_booste-2073    1d...2.. 1740852771us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.711885] f_booste-2073    1d...2.. 1740852773us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.711904] f_booste-2073    1d...2.. 1740852776us : sched_switch: prev_comm=f_boosted prev_pid=2073 prev_prio=120 prev_state=S ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.711921] f_booste-2073    1d...2.. 1740852777us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.711940] f_booste-2073    1d...2.. 1740852779us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ed2c0 fpregs_active: 0 fpstate_active: 1 xfeatures: f81e66000e0020 xcomp_bv: ffffffff81c62740
[ 1741.711959] f_booste-2073    1d...2.. 1740852780us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 6765000074725f66 xcomp_bv: 79747465
[ 1741.711977] f_booste-2073    1d...2.. 1740852781us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: c32b00000078 xcomp_bv: 81802010106
[ 1741.711994] f_booste-2073    1d...2.. 1740852782us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.740961] f_waiter-2071    1....1.. 1740859471us : sys_futex(uaddr: 55f32b7890c0, op: 8b, val: 153f5, utime: 7fd1a697bf30, uaddr2: 55f32b7890c4, val3: 0)
[ 1741.740979] f_waiter-2071    1....... 1740859473us : hrtimer_init: hrtimer=ffffc90004f73c40 clockid=CLOCK_MONOTONIC mode=ABS
[ 1741.740997] f_waiter-2071    1d...111 1740859475us : lock_acquire: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.741014] f_waiter-2071    1d...111 1740859478us : lock_release: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.741031] f_waiter-2071    1d....11 1740859479us : lock_acquire: ffffc90000997108 &futex_queues[i].lock
[ 1741.741048] f_waiter-2071    1d....11 1740859481us : lock_release: ffffc90000997108 &futex_queues[i].lock
[ 1741.741066] f_waiter-2071    1d...111 1740859482us : lock_acquire: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.741083] f_waiter-2071    1d...111 1740859483us : lock_release: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.741100] f_waiter-2071    1d...1.. 1740859484us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.741120] f_waiter-2071    1d...1.. 1740859486us : hrtimer_start: hrtimer=ffffc90004f73c40 function=hrtimer_wakeup expires=1740422953596 softexpires=1740422903596
[ 1741.741137] f_waiter-2071    1d...1.. 1740859487us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.741154] f_waiter-2071    1d...1.. 1740859489us : rcu_utilization: Start context switch
[ 1741.741170] f_waiter-2071    1d...1.. 1740859490us : rcu_utilization: End context switch
[ 1741.741186] f_waiter-2071    1d...2.. 1740859491us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.741204] f_waiter-2071    1d...2.. 1740859493us : sched_stat_runtime: comm=f_waiter pid=2071 runtime=58800 [ns] vruntime=26858789112 [ns]
[ 1741.741221] f_waiter-2071    1d...2.. 1740859494us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.741238] f_waiter-2071    1d...2.. 1740859496us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.741257] f_waiter-2071    1d...2.. 1740859499us : sched_switch: prev_comm=f_waiter prev_pid=2071 prev_prio=120 prev_state=S ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.741274] f_waiter-2071    1d...2.. 1740859501us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.741293] f_waiter-2071    1d...2.. 1740859502us : x86_fpu_regs_deactivated: x86/fpu: ffff880035e36800 fpregs_active: 0 fpstate_active: 1 xfeatures: 1010600360020 xcomp_bv: ffffc9000099a520
[ 1741.741312] f_waiter-2071    1d...2.. 1740859503us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 3e2d296b636f6c3e xcomp_bv: 636f6c5f74696177
[ 1741.741331] f_waiter-2071    1d...2.. 1740859504us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 74756626ffffc900 xcomp_bv: 65756575715f7865
[ 1741.741348] f_waiter-2071    1d...2.. 1740859506us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.741365]  f_waker-2070    1d...2.. 1740859507us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.741382]  f_waker-2070    1d...2.. 1740859508us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.741399]  f_waker-2070    1d...1.. 1740859510us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.741416]  f_waker-2070    1d...1.. 1740859511us : sched_waking: comm=f_boosted pid=2073 prio=120 target_cpu=001
[ 1741.741433]  f_waker-2070    1d...2.. 1740859512us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.741451]  f_waker-2070    1d...2.. 1740859515us : sched_stat_runtime: comm=f_waker pid=2070 runtime=21568 [ns] vruntime=26864769292 [ns]
[ 1741.741468]  f_waker-2070    1d...2.. 1740859516us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.741485]  f_waker-2070    1d...2.. 1740859518us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.741502]  f_waker-2070    1d...2.. 1740859520us : sched_wakeup: comm=f_boosted pid=2073 prio=120 target_cpu=001
[ 1741.741519]  f_waker-2070    1d...2.. 1740859522us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.741536]  f_waker-2070    1d...1.. 1740859523us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.741552]  f_waker-2070    1....... 1740859524us : sys_exit: NR 202 = 3
[ 1741.741568]  f_waker-2070    1....1.. 1740859525us : sys_futex -> 0x3
[ 1741.741587]  f_waker-2070    1....... 1740859528us : sys_enter: NR 230 (1, 0, 7fd1a69fcf30, 0, 0, 55f32b7890e0)
[ 1741.741605]  f_waker-2070    1....1.. 1740859529us : sys_clock_nanosleep(which_clock: 1, flags: 0, rqtp: 7fd1a69fcf30, rmtp: 0)
[ 1741.741623]  f_waker-2070    1....... 1740859531us : hrtimer_init: hrtimer=ffffc90004f6be30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.741640]  f_waker-2070    1d...1.. 1740859532us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.741657]  f_waker-2070    1d...1.. 1740859534us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.741674]  f_waker-2070    1d...1.. 1740859535us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.741694]  f_waker-2070    1d...1.. 1740859537us : hrtimer_start: hrtimer=ffffc90004f6be30 function=hrtimer_wakeup expires=1740422727913 softexpires=1740422677913
[ 1741.741711]  f_waker-2070    1d...1.. 1740859538us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.741728]  f_waker-2070    1d...1.. 1740859539us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.741745]  f_waker-2070    1d...1.. 1740859541us : write_msr: 6e0, value 22350bd0464
[ 1741.741762]  f_waker-2070    1d...1.. 1740859542us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.741778]  f_waker-2070    1d...1.. 1740859543us : rcu_utilization: Start context switch
[ 1741.741794]  f_waker-2070    1d...1.. 1740859544us : rcu_utilization: End context switch
[ 1741.741813]  f_waker-2070    1d...2.. 1740859546us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.741831]  f_waker-2070    1d...2.. 1740859548us : sched_stat_runtime: comm=f_waker pid=2070 runtime=33586 [ns] vruntime=26864802878 [ns]
[ 1741.741848]  f_waker-2070    1d...2.. 1740859550us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.741865]  f_waker-2070    1d...2.. 1740859552us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.741884]  f_waker-2070    1d...2.. 1740859555us : sched_switch: prev_comm=f_waker prev_pid=2070 prev_prio=120 prev_state=S ==> next_comm=f_boosted next_pid=2073 next_prio=120
[ 1741.741901]  f_waker-2070    1d...2.. 1740859556us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.741920]  f_waker-2070    1d...2.. 1740859558us : x86_fpu_regs_deactivated: x86/fpu: ffff880035e37d40 fpregs_active: 0 fpstate_active: 1 xfeatures: 292929295d695b73 xcomp_bv: 7274705f5f282029
[ 1741.741939]  f_waker-2070    1d...2.. 1740859559us : x86_fpu_regs_activated: x86/fpu: ffff8800362ed2c0 fpregs_active: 1 fpstate_active: 1 xfeatures: 29297d203b297d20 xcomp_bv: 3e2d296b636f6c2e
[ 1741.741958]  f_waker-2070    1d...2.. 1740859560us : x86_fpu_regs_activated: x86/fpu: ffff8800362ed2c0 fpregs_active: 1 fpstate_active: 1 xfeatures: ffffff01 xcomp_bv: 3890f498002d0020
[ 1741.741975]  f_waker-2070    1d...2.. 1740859561us : write_msr: c0000100, value 7fd1a6022700
[ 1741.741992] f_booste-2073    1d...2.. 1740859562us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.742009] f_booste-2073    1d...2.. 1740859563us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.742025] f_booste-2073    1....... 1740859565us : sys_exit: NR 202 = 0
[ 1741.742041] f_booste-2073    1....1.. 1740859566us : sys_futex -> 0x0
[ 1741.742060] f_booste-2073    1....... 1740859570us : sys_enter: NR 203 (0, 80, 7fd1a6021e80, 0, 2a7eb, 55f32b7890e0)
[ 1741.742078] f_booste-2073    1....1.. 1740859571us : sys_sched_setaffinity(pid: 0, len: 80, user_mask_ptr: 7fd1a6021e80)
[ 1741.742095] f_booste-2073    1d...... 1740859572us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742111] f_booste-2073    1d...... 1740859574us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742127] f_booste-2073    1d...... 1740859575us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742144] f_booste-2073    1d...... 1740859576us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742160] f_booste-2073    1d...... 1740859577us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742176] f_booste-2073    1d...... 1740859579us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742193] f_booste-2073    1d...1.. 1740859580us : lock_acquire: ffffffff81c6edd8 callback_lock
[ 1741.742210] f_booste-2073    1d...1.. 1740859581us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742227] f_booste-2073    1d...1.. 1740859583us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742244] f_booste-2073    1d...1.. 1740859583us : lock_release: ffffffff81c6edd8 callback_lock
[ 1741.742260] f_booste-2073    1d...1.. 1740859585us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.742277] f_booste-2073    1d...2.. 1740859586us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.742295] f_booste-2073    1d...2.. 1740859589us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=40660 [ns] vruntime=26864648528 [ns]
[ 1741.742312] f_booste-2073    1d...2.. 1740859590us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742329] f_booste-2073    1d...2.. 1740859592us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742345] f_booste-2073    1d...2.. 1740859597us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.742362] f_booste-2073    1d...1.. 1740859598us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.742378] f_booste-2073    1d...1.. 1740859599us : lock_acquire: ffffffff81c6edd8 callback_lock
[ 1741.742395] f_booste-2073    1d...1.. 1740859600us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742412] f_booste-2073    1d...1.. 1740859601us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742428] f_booste-2073    1d...1.. 1740859602us : lock_release: ffffffff81c6edd8 callback_lock
[ 1741.742445] f_booste-2073    1....... 1740859603us : sys_exit: NR 203 = 0
[ 1741.742461] f_booste-2073    1....1.. 1740859604us : sys_sched_setaffinity -> 0x0
[ 1741.742479] f_booste-2073    1....... 1740859607us : sys_enter: NR 186 (80, 0, 7fd1a60f498c, 2a7eb, 55f32b7890e0, 0)
[ 1741.742495] f_booste-2073    1....1.. 1740859608us : sys_gettid()
[ 1741.742511] f_booste-2073    1d...... 1740859609us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742528] f_booste-2073    1d...... 1740859611us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742544] f_booste-2073    1....... 1740859612us : sys_exit: NR 186 = 2073
[ 1741.742560] f_booste-2073    1....1.. 1740859612us : sys_gettid -> 0x819
[ 1741.742578] f_booste-2073    1....... 1740859615us : sys_enter: NR 230 (1, 0, 7fd1a6021f30, 0, 0, 0)
[ 1741.742596] f_booste-2073    1....1.. 1740859616us : sys_clock_nanosleep(which_clock: 1, flags: 0, rqtp: 7fd1a6021f30, rmtp: 0)
[ 1741.742614] f_booste-2073    1....... 1740859618us : hrtimer_init: hrtimer=ffffc90004f83e30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.742631] f_booste-2073    1d...1.. 1740859619us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.742648] f_booste-2073    1d...1.. 1740859621us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.742664] f_booste-2073    1d...1.. 1740859622us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.742685] f_booste-2073    1d...1.. 1740859623us : hrtimer_start: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup expires=1740422914335 softexpires=1740422864335
[ 1741.742702] f_booste-2073    1d...1.. 1740859625us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.742718] f_booste-2073    1d...1.. 1740859626us : rcu_utilization: Start context switch
[ 1741.742734] f_booste-2073    1d...1.. 1740859627us : rcu_utilization: End context switch
[ 1741.742751] f_booste-2073    1d...2.. 1740859628us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.742769] f_booste-2073    1d...2.. 1740859631us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=35792 [ns] vruntime=26864684320 [ns]
[ 1741.742786] f_booste-2073    1d...2.. 1740859632us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742803] f_booste-2073    1d...2.. 1740859633us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742820] f_booste-2073    1d...2.. 1740859636us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742836] f_booste-2073    1d...2.. 1740859637us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742853] f_booste-2073    1d...2.. 1740859639us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742870] f_booste-2073    1d...2.. 1740859640us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.742889] f_booste-2073    1d...2.. 1740859641us : sched_switch: prev_comm=f_boosted prev_pid=2073 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
[ 1741.742906] f_booste-2073    1d...2.. 1740859643us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.742925] f_booste-2073    1d...2.. 1740859644us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ed2c0 fpregs_active: 0 fpstate_active: 1 xfeatures: 1601010106 xcomp_bv: cd0100000001
[ 1741.742942]   <idle>-0       1d...2.. 1740859646us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.742959]   <idle>-0       1d...2.. 1740859647us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.742976]   <idle>-0       1d...1.. 1740859649us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.742992]   <idle>-0       1d...1.. 1740859650us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.743009]   <idle>-0       1d...1.. 1740859653us : cpu_idle: state=1 cpu_id=1
[ 1741.743026]   <idle>-0       1d...1.. 1740860088us : cpu_idle: state=4294967295 cpu_id=1
[ 1741.743043]   <idle>-0       1d..h1.. 1740860090us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.743059]   <idle>-0       1d..h1.. 1740860091us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.743076]   <idle>-0       1d..h1.. 1740860093us : local_timer_entry: vector=239
[ 1741.743093]   <idle>-0       1d..h2.. 1740860094us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.743110]   <idle>-0       1d..h2.. 1740860095us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.743126]   <idle>-0       1d..h2.. 1740860096us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.743143]   <idle>-0       1d..h2.. 1740860098us : hrtimer_cancel: hrtimer=ffffc90004f6be30
[ 1741.743160]   <idle>-0       1d..h2.. 1740860100us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.743179]   <idle>-0       1d..h1.. 1740860101us : hrtimer_expire_entry: hrtimer=ffffc90004f6be30 function=hrtimer_wakeup now=1740422738814
[ 1741.743197]   <idle>-0       1d..h2.. 1740860103us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.743216]   <idle>-0       1d..h2.. 1740860105us : sched_waking: comm=f_waker pid=2070 prio=120 target_cpu=001
[ 1741.743233]   <idle>-0       1d..h3.. 1740860106us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.743250]   <idle>-0       1dN.h3.. 1740860111us : sched_wakeup: comm=f_waker pid=2070 prio=120 target_cpu=001
[ 1741.743267]   <idle>-0       1dN.h3.. 1740860112us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.743284]   <idle>-0       1dN.h2.. 1740860113us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.743300]   <idle>-0       1dN.h1.. 1740860114us : hrtimer_expire_exit: hrtimer=ffffc90004f6be30
[ 1741.743317]   <idle>-0       1dN.h2.. 1740860115us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.743334]   <idle>-0       1dN.h2.. 1740860116us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.743351]   <idle>-0       1dN.h1.. 1740860118us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.743367]   <idle>-0       1dN.h1.. 1740860119us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.743384]   <idle>-0       1dN.h1.. 1740860120us : write_msr: 6e0, value 22350c0006c
[ 1741.743401]   <idle>-0       1dN.h1.. 1740860121us : local_timer_exit: vector=239
[ 1741.743417]   <idle>-0       1dN..1.. 1740860125us : rcu_utilization: Start context switch
[ 1741.743433]   <idle>-0       1dN..1.. 1740860126us : rcu_utilization: End context switch
[ 1741.743450]   <idle>-0       1dN..2.. 1740860127us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.743469]   <idle>-0       1d...2.. 1740860131us : sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.743486]   <idle>-0       1d...2.. 1740860133us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.743505]   <idle>-0       1d...2.. 1740860134us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 61645f0065740000 xcomp_bv: 65756575000a0020
[ 1741.743522]   <idle>-0       1d...2.. 1740860135us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.743539]  f_waker-2070    1d...2.. 1740860137us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.743555]  f_waker-2070    1d...2.. 1740860138us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.743572]  f_waker-2070    1....... 1740860140us : sys_exit: NR 230 = 0
[ 1741.743588]  f_waker-2070    1....1.. 1740860141us : sys_clock_nanosleep -> 0x0
[ 1741.743606]  f_waker-2070    1....... 1740860144us : sys_enter: NR 186 (0, 0, 7fd1a6117d57, 0, 55f32b7890e0, 0)
[ 1741.743622]  f_waker-2070    1....1.. 1740860145us : sys_gettid()
[ 1741.743639]  f_waker-2070    1d...... 1740860146us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.743655]  f_waker-2070    1d...... 1740860148us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.743672]  f_waker-2070    1....... 1740860149us : sys_exit: NR 186 = 2070
[ 1741.743688]  f_waker-2070    1....1.. 1740860150us : sys_gettid -> 0x816
[ 1741.743706]  f_waker-2070    1....... 1740860152us : sys_enter: NR 202 (55f32b7890c0, 8c, 1, 7fffffff, 55f32b7890c4, 153f6)
[ 1741.743726]  f_waker-2070    1....1.. 1740860153us : sys_futex(uaddr: 55f32b7890c0, op: 8c, val: 1, utime: 7fffffff, uaddr2: 55f32b7890c4, val3: 153f6)
[ 1741.743744]  f_waker-2070    1d...111 1740860156us : lock_acquire: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.743762]  f_waker-2070    1d...111 1740860158us : lock_release: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.743779]  f_waker-2070    1d....11 1740860159us : lock_acquire: ffffc90000997108 &futex_queues[i].lock
[ 1741.743796]  f_waker-2070    1d....11 1740860160us : lock_acquire: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.743814]  f_waker-2070    1d...112 1740860161us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.743831]  f_waker-2070    1d...112 1740860163us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.743849]  f_waker-2070    1d....12 1740860165us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.743865]  f_waker-2070    1d....12 1740860167us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.743883]  f_waker-2070    1d....12 1740860167us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.743900]  f_waker-2070    1d....12 1740860169us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.743917]  f_waker-2070    1d....12 1740860170us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.743934]  f_waker-2070    1d....12 1740860172us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.743951]  f_waker-2070    1d...112 1740860173us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.743968]  f_waker-2070    1d...112 1740860175us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.743985]  f_waker-2070    1d...112 1740860177us : lock_acquire: ffff880031b653e8 &(lock)->wait_lock
[ 1741.744002]  f_waker-2070    1d...212 1740860178us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.744019]  f_waker-2070    1d...212 1740860179us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.744036]  f_waker-2070    1d...212 1740860181us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.744053]  f_waker-2070    1d...212 1740860182us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.744070]  f_waker-2070    1d...212 1740860183us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.744088]  f_waker-2070    1d...312 1740860185us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.744105]  f_waker-2070    1d...412 1740860187us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.744122]  f_waker-2070    1d...212 1740860187us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.744139]  f_waker-2070    1d...112 1740860188us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.744156]  f_waker-2070    1d...112 1740860190us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.744173]  f_waker-2070    1d...112 1740860190us : lock_release: ffff880031b653e8 &(lock)->wait_lock
[ 1741.744190]  f_waker-2070    1d....12 1740860192us : lock_release: ffffc90000997108 &futex_queues[i].lock
[ 1741.744207]  f_waker-2070    1d...112 1740860194us : lock_acquire: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.744225]  f_waker-2070    1d...112 1740860195us : lock_release: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.744242]  f_waker-2070    1d....11 1740860196us : lock_release: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.744260]  f_waker-2070    1d...111 1740860197us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.744277]  f_waker-2070    1d...111 1740860199us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.744293]  f_waker-2070    1....... 1740860200us : sys_exit: NR 202 = 1
[ 1741.744309]  f_waker-2070    1....1.. 1740860201us : sys_futex -> 0x1
[ 1741.744328]  f_waker-2070    1....... 1740860205us : sys_enter: NR 186 (8c, 1, 7fd1a61064c9, 55f32b7890c4, 153f6, 55f32b7890c4)
[ 1741.744344]  f_waker-2070    1....1.. 1740860206us : sys_gettid()
[ 1741.744360]  f_waker-2070    1d...... 1740860207us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.744377]  f_waker-2070    1d...... 1740860208us : lock_release: ffffffff81c62740 rcu_read_lock
